,smiles,mu,alpha,homo,lumo,gap,r2,zpve,u298,cv,u298_atom,smiles,scaled mu,scaled alpha,scaled homo,scaled lumo,scaled gap,scaled r2,scaled zpve,scaled u298,scaled cv,scaled u298_atom
75,COC(C)=N,1.1876,43.57,-0.2595,0.0352,0.2948,443.1687,0.102062,-248.410358,20.256,-1089.786095,COC(C)=N,-0.6578853246247821,0.46866102856325437,0.27704853407576713,0.07813486392649631,-0.06221541661277808,0.42802819047030344,0.5501055291668764,-0.7218523858090399,0.7135647608723199,-0.5144770951247586
76,CC(=O)OC,1.7569,39.33,-0.2685,0.0174,0.2859,427.6606,0.089436,-268.315051,19.500999999999998,-1041.3624810000001,CC(=O)OC,-0.2646821864508194,0.014544578746489366,-0.03447530484001501,-0.2533238057330923,-0.21162642790628267,0.31598156378200476,0.134968022606509,-1.1340639834221893,0.5295160011643189,-0.31753317088238686
77,COC(=O)N,2.329,35.5,-0.2669,0.0575,0.3244,398.5908,0.07927100000000001,-284.37936099999996,19.084,-932.2242329,COC(=O)N,0.1304548508745348,-0.3956596671964843,0.020906710967234766,0.4933892646798011,0.4347021040937083,0.10595112623623827,-0.19925285131921033,-1.466744064931253,0.4278625802395032,0.1263435473186067
78,C(C(=O)N)O,4.5676,35.87,-0.24600000000000002,0.0273,0.2733,418.5967,0.078222,-284.354148,20.089000000000002,-916.4028483999999,C(C(=O)N)O,1.6766072224119186,-0.3560315807737952,0.7443342924494394,-0.06897319732691662,-0.4231521292880977,0.25049453315671416,-0.23374352488026123,-1.4662219221878006,0.6728546378640606,0.19069077985638155
79,[NH3+]CC([O-])=O,5.3004,35.19,-0.2527,0.0208,0.2735,408.0279,0.080317,-284.36717200000004,17.930999999999997,-924.5755257000001,[NH3+]CC([O-])=O,2.182736257461769,-0.4288615774425216,0.512422101256581,-0.19001147557339562,-0.4197945784725128,0.17413454140122567,-0.16486081648140416,-1.4664916396784107,0.14679209024834441,0.15745164287192218
80,CC(C)CO,1.3149,49.26,-0.2629,0.0789,0.3418,516.4357,0.136209,-233.54454199999998,23.924,-1324.9156,CC(C)CO,-0.5699619810633111,1.0780767359824504,0.15936175048536017,0.8918845192143625,0.7268090250495476,0.9573851199182418,1.672844356706625,-0.4139922362863552,1.6077248279040357,-1.470773488447788
81,CC(O)CO,2.2854,42.01,-0.2597,0.0631,0.3228,438.3028,0.11345,-269.47299300000003,22.072,-1141.906993,CC(O)CO,0.10034127837429799,0.3015804479702935,0.27012578209986166,0.5976683967075368,0.4078416975690326,0.39287187339712276,0.9245381226018092,-1.1580441132218997,1.1562568769381856,-0.7264582617340176
82,CCC(C)C,0.0618,56.26,-0.3085,0.085,0.3934,565.8412,0.159632,-197.622325,25.169,-1511.836098,CCC(C)C,-1.4354509191377756,1.8277972899252224,-1.419025700021267,1.0054742880302892,1.5930571354703145,1.3143417822333372,2.4429826282228206,0.32993053908004943,1.9112224515284868,-2.230998786738381
83,CCC(C)O,1.3894,49.45,-0.2617,0.0733,0.335,521.8605,0.13609100000000002,-233.54914300000002,23.99,-1327.802769,CCC(C)O,-0.5185064500709341,1.0984262938751832,0.20089826234079894,0.7876053871866269,0.6126522973196796,0.9965795112659042,1.6689645669256876,-0.4140875196228343,1.6238138585540063,-1.4825159080204144
84,CC(C)OC,1.0758,49.8,-0.2476,0.086,0.3336,507.9614,0.135681,-233.539034,23.573,-1321.45928,CC(C)OC,-0.7351031550267652,1.1359123215723212,0.6889522766421906,1.0240955616066703,0.5891494416105889,0.8961579722634907,1.6554839414156481,-0.4138781696449028,1.5221604376291906,-1.4567162719782079
85,CC1(CC1)C,0.1068,52.92,-0.2633,0.0893,0.3526,439.1643,0.137025,-196.403398,22.258000000000003,-1373.02295,CC1(CC1)C,-1.404370397061843,1.470073482758243,0.14551624653354917,1.085545764408729,0.908116769091104,0.39909624446075875,1.699674089429044,0.35517362351464965,1.2015986905881044,-1.6664311337838282
86,CC1(CO1)C,1.8235,45.7,-0.2596,0.091,0.3505,405.52099999999996,0.11285099999999999,-232.329981,20.719,-1188.8421560000002,CC1(CO1)C,-0.2186830137784395,0.6967902828344125,0.27358715808781436,1.117201929488577,0.8728624855274673,0.15602209123357785,0.9048432575273866,-0.38883956851053897,0.8264317486137827,-0.9173484994220891
87,CC1(CC1)O,1.3822,45.85,-0.2494,0.0776,0.327,401.4888,0.11323699999999999,-232.327734,21.17,-1187.432143,CC1(CC1)O,-0.5234793336030832,0.7128557232760432,0.6266475088590334,0.8676768635650668,0.4783502646963049,0.1268892891409585,0.9175347732514718,-0.38879303478807253,0.9363734580552505,-0.911613828452409
88,N=C1CCO1,2.5732,40.19,-0.263,0.0277,0.2907,352.0378,0.080558,-247.19669900000002,15.51,-954.2786642000001,N=C1CCO1,0.29911848400659447,0.10665310394517273,0.1559003744974074,-0.06152468789636411,-0.13104520833225744,-0.23039611244679603,-0.1569368390474543,-0.6967183977918637,-0.44338280677558745,0.03664585876616125
89,C1CC(=O)C1,2.7119,42.77,-0.2415,-0.0194,0.2222,379.6371,0.090544,-231.150804,17.076,-1074.97249,C1CC(=O)C1,0.39491555982730175,0.3829786795412236,0.9000962119073314,-0.9385866733439272,-1.2810063626699029,-0.030990094691019623,0.1713985910580286,-0.3644196774306471,-0.06163398862627781,-0.4542286076641491
90,C1CNC1=O,3.6671,39.73,-0.25,0.038,0.28800000000000003,355.0934,0.080442,-247.220897,16.1,-969.463127,C1CNC1=O,1.0546514417590938,0.057385753257504765,0.605879252931315,0.13027442994036412,-0.17637214434264606,-0.20831928340205413,-0.16075086967956304,-0.6972195206295301,-0.2995566236925139,-0.025110946319562052
91,C1COC1=O,3.9339,35.4,-0.2788,0.0089,0.2878,336.0792,0.068574,-267.101929,14.482999999999999,-906.1920220000001,C1COC1=O,1.2389244037559553,-0.4063699608242384,-0.39099703159918675,-0.41160463113233403,-0.17972969515823098,-0.34569761918636316,-0.5509656588335661,-1.1089411162812763,-0.6937378746168015,0.23221928330458744
92,C1C(=O)CN1,2.5257,39.34,-0.2437,-0.0258,0.2179,359.152,0.07965,-247.18554300000002,16.083,-947.2781738,C1C(=O)CN1,0.266311266259777,0.015615608109265303,0.8239459401723622,-1.057762824232768,-1.3531937052049667,-0.17899574028090262,-0.18679149261602837,-0.6964873652116088,-0.30370076795084044,0.06511758850936208
93,C1C(=O)CO1,0.8477,35.94,-0.2647,-0.0352,0.2295,344.5473,0.06698899999999999,-267.06397599999997,15.115,-882.3761729,C1C(=O)CO1,-0.8926468680383248,-0.3485343752343675,0.09705698270220489,-1.2328027958507528,-1.1584557579010735,-0.28451526677316097,-0.6030797842809115,-1.10815513747898,-0.5396732174837465,0.32908084305760754
94,CC1CCC1,0.095,52.94,-0.2896,0.0927,0.3823,455.0215,0.138424,-196.40245,20.299,-1372.428071,CC1CCC1,-1.4125204006284209,1.4722155414837934,-0.7648256382981261,1.1488580945684257,1.4067130652053814,0.5136651322498293,1.7456726140352494,0.3551932558995624,0.7240470081139674,-1.6640116984085713
95,CC1CCO1,1.6826,45.72,-0.24100000000000002,0.0915,0.3325,407.6909,0.11459000000000001,-232.325877,18.582,-1186.266859,CC1CCO1,-0.3159995817895255,0.6989323415599628,0.9174030918470961,1.1265125662767679,0.5706829121248751,0.1716997032718639,0.9620208374346008,-0.38875457767965255,0.30548843802305814,-0.9068744960304871
96,CC1COC1,1.8995,45.45,-0.2419,0.0814,0.3233,414.1575,0.114694,-232.320548,18.442999999999998,-1182.922863,CC1COC1,-0.16619146538353136,0.6700145487650278,0.8862507079555185,0.9384377031553159,0.41623557460799354,0.21842114020756556,0.9654403131737324,-0.3886442179969548,0.27160396438145207,-0.8932741130666957
97,C1CC(C1)O,1.4604,45.55,-0.256,0.0801,0.3361,413.9118,0.11506300000000001,-232.328097,19.023,-1187.659929,C1CC(C1)O,-0.4694682930177963,0.680724842392781,0.39819669365412685,0.9142300475060202,0.6311188268053936,0.21664594813520885,0.9775728761327676,-0.388800552251916,0.4129924155478634,-0.9125402580395823
98,C1C(CO1)O,2.4158,38.58,-0.2465,0.0604,0.3069,374.4087,0.09100499999999999,-268.243234,17.344,-996.2966667999999,C1C(CO1)O,0.19040572456766647,-0.06578262346166479,0.7270274125096746,0.5473909580513071,0.14091640773007605,-0.06876548838702987,0.18655607486321826,-1.1325767060094813,0.003697226740270845,-0.13424577110826685
99,CC1CC1C,0.1023,52.92,-0.2632,0.094,0.3573,465.3301,0.13734100000000002,-196.40034,22.005,-1371.1040269999999,CC1CC1C,-1.4074784492694363,1.470073482758243,0.1489776225215019,1.1730657502177213,0.9870192132573362,0.588145168868048,1.7100640349440988,0.35523695245247877,1.1399240730965483,-1.658626672391521
100,CC1CC1O,1.3092,45.84,-0.2518,0.0822,0.33399999999999996,418.298,0.113827,-232.323327,20.701999999999998,-1184.6667109999999,CC1CC1O,-0.5738988471929292,0.7117846939132679,0.5435744851481578,0.953334722016421,0.5958645432417569,0.24833641401950238,0.9369337221561621,-0.3887017690493507,0.822287604355456,-0.9003665260452516
101,CC1CN1C,1.2483,49.79,-0.2199,0.0931,0.313,432.5081,0.125556,-212.43228599999998,20.993000000000002,-1241.657078,CC1CN1C,-0.615961153735691,1.134841292209546,1.6477534253052073,1.1563066039989782,0.2433217076053991,0.35100494013833017,1.3225782504665178,0.0232271056536491,0.8932256031303287,-1.1321523345351554
102,CC1OC1C,1.8159,46.02,-0.2573,0.0984,0.3557,432.2224,0.113178,-232.32857,20.451,-1187.956741,CC1OC1C,-0.22393216861793017,0.731063222443225,0.35319880581073726,1.2549993539537994,0.9601588067326614,0.3489407465075921,0.9155948783610032,-0.38881034773510537,0.7611005332472339,-0.9137474236188023
103,OC1CC1O,2.4925,38.43,-0.2369,0.0642,0.3011,370.2795,0.090396,-268.245852,19.173,-997.9394854000001,OC1CC1O,0.2433807477504225,-0.08184806390329546,1.0593195073531751,0.6181517976415561,0.04354743407812897,-0.09859911925872436,0.16653241404464886,-1.1326309228699256,0.449558394297797,-0.14092728690554693
104,C1C2CC1C2,0.0002,49.82,-0.2974,0.1082,0.4056,328.2069,0.116844,-195.154774,15.584000000000001,-1215.574667,C1C2CC1C2,-1.4779967004683852,1.1380543802978724,-1.0348129653584694,1.437487835002337,1.7978677352209607,-0.40257529338747694,1.0361313981653995,0.38103171104496847,-0.4253435905922863,-1.0260724294697798
105,C1C2CC1O2,1.8725,42.39,-0.2352,0.0994,0.3346,298.4772,0.092109,-231.065445,14.648,-1021.408949,C1C2CC1O2,-0.18483977862909076,0.3422795637557586,1.1181628991483787,1.273620627530181,0.6059371956885107,-0.6173735341426381,0.22285512501707927,-0.36265195512713544,-0.653515297991874,-0.2363800604479658
106,C#CCC#C,0.4777,45.22,-0.2633,0.0345,0.2978,470.3666,0.065276,-192.730524,19.399,-946.4850024,C#CCC#C,-1.1481978273293247,0.6453808734211933,0.14551624653354917,0.06509997242302935,-0.011852154379012549,0.6245340775877245,-0.6594024952533419,0.4312361510488248,0.5046511356143646,0.06834349990277476
107,C#CCC#N,3.5925,40.56,-0.2911,0.0111,0.3022,448.7393,0.055029999999999996,-208.837159,17.258,-863.906073,C#CCC#N,1.0031268429398812,0.1462811903678626,-0.8167462781174231,-0.37063782926429495,0.06201396356384375,0.46827599249826546,-0.9962866147066547,0.09767954982307965,-0.01726726774302507,0.40420067933117976
108,C(C#N)C#N,3.6958,36.12,-0.3494,-0.0151,0.3344,429.0927,0.044642,-224.939832,15.259,-778.840953,C(C#N)C#N,1.0744739080608552,-0.3292558467044105,-2.834728479094098,-0.8585151969654872,0.6025796448729258,0.32632854207594864,-1.3378396337268585,-0.23579500128766218,-0.5045698778838099,0.7501694570632244
109,C#CCC=O,2.0711,41.41,-0.2583,-0.0337,0.2245,483.1343,0.06502899999999999,-229.91237900000002,18.303,-923.9241712999999,C#CCC=O,-0.0476710745339758,0.23731868620377003,0.3185850459312059,-1.2048708854861807,-1.2423945282906828,0.7167812075113249,-0.6675237501337803,-0.3387728037122705,0.2374757175481812,0.1601007696307917
110,C(C=O)C#N,2.1719999999999997,36.79,-0.2868,-0.0568,0.23,464.3999,0.054694000000000007,-246.017964,16.279,-840.6863574999999,C(C=O)C#N,0.022018362742948043,-0.2574968793984593,-0.6679071106354375,-1.6350223051005908,-1.1500618808621126,0.5814244376278924,-1.0073341517100032,-0.6723076602078908,-0.25592122238425985,0.4986377011189684
111,C(=N)NC=O,5.0884,38.8,-0.2491,-0.0216,0.2276,391.0845,0.068192,-263.275534,16.694000000000003,-854.2549846000001,C(=N)NC=O,2.03631246457071,-0.04221997748060636,0.6370316368228935,-0.9795534752119661,-1.1903524906491252,0.05171781629431264,-0.5635256562599923,-1.0296992814009813,-0.15475534784277553,0.4434526695421134
112,N=COC=O,4.2338,35.69,-0.2934,-0.0298,0.2636,460.7073,0.05522899999999999,-283.151564,15.704,-787.8450796,N=COC=O,1.4460588164353356,-0.3753101093037522,-0.896357925840344,-1.1322479185382934,-0.5859933438439392,0.554745258765929,-0.9897435793981237,-1.4413172893002693,-0.39609080759233944,0.7135487284455891
113,C(=O)NC=O,5.2904,34.31,-0.2608,-0.0416,0.2191,372.7845,0.055704,-283.17476,15.692,-802.4007784,C(=O)NC=O,2.175829474778229,-0.5231121613667553,0.23205064623237753,-1.3519789467395937,-1.3330484003114609,-0.08050039666509991,-0.9741257815511274,-1.441797661452617,-0.3990160858923343,0.6543491725891839
114,CC#CC#C,1.1881,54.54,-0.242,-0.0085,0.2335,576.5936,0.065688,-192.75665700000002,19.382,-962.8836951,CC#CC#C,-0.6575399854906051,1.6435802395278556,0.8827893319675657,-0.73561479136137,-1.091304741589386,1.392028291141796,-0.6458561105944738,0.4306949557799286,0.5005069913560389,0.001648294278866951
115,CC#CC#N,5.1545,47.82,-0.2871,-0.0377,0.2494,553.2094,0.055566,-208.85788,17.054000000000002,-876.9086869999999,CC#CC#N,2.0819662981089126,0.9238485077427946,-0.6782912385992977,-1.2793559797917065,-0.824379451750429,1.223076535104337,-0.9786631628203599,0.09725043310602534,-0.0669969988429344,0.3513176824823946
116,CC#CC=O,3.783,45.67,-0.2642,-0.0592,0.2051,568.7849,0.065532,-229.922366,18.156,-930.1911037000001,CC#CC=O,1.1347010530613284,0.6935771947460861,0.11436386264197056,-1.6797133616839062,-1.568076957402366,1.335610129418508,-0.6509853242031711,-0.33897962715965346,0.20164105837324553,0.13461249732179575
117,CC#CCO,1.2486,46.92,-0.2421,0.0368,0.2789,613.8892,0.089036,-231.104707,20.884,-1046.046208,CC#CCO,-0.6157539502551849,0.8274558650930097,0.879327955979612,0.10792890164870646,-0.3291407064517356,1.66149045416087,0.12181619284061751,-0.3634650423596528,0.8666543252387097,-0.3365823805398884
118,CCC#CC,0.078,53.93,-0.2401,0.0631,0.3033,652.4812,0.11276099999999999,-195.18988000000002,22.115,-1237.603998,CCC#CC,-1.4242619311904399,1.5782474483985571,0.9485554757386747,0.5976683967075368,0.0804804930495576,1.94031915768708,0.9018840958300607,0.38030469152520935,1.166739124179833,-1.1156680324657506
119,CN=COC,2.9091,46.78,-0.2481,0.0251,0.2732,567.5459999999999,0.10111,-248.38882400000003,20.343,-1076.273316,CN=COC,0.5311173143467212,0.8124614540141543,0.6716453967024248,-0.10993999919495566,-0.4248309046958897,1.3266590286515452,0.5188041743240547,-0.7214064324580893,0.7347730285472814,-0.4595192036365292
120,CCCC#C,0.7752,51.47,-0.2586,0.0583,0.3169,593.0141,0.11273599999999999,-195.179881,22.023000000000003,-1231.3295349999999,CCCC#C,-0.9427210424939938,1.3147742251558112,0.3082009179673457,0.5082862835409061,0.3087939485092945,1.5106670433767702,0.9010621064696926,0.38051176348379434,1.1443119905465415,-1.090149132415589
121,CCCC#N,4.0641,46.62,-0.3185,0.0365,0.355,569.5065,0.102603,-211.28920899999997,19.863,-1150.4404880000002,CCCC#N,1.328850714295653,0.7953249842097476,-1.7651632988165804,0.10234251957579202,0.9484073788781155,1.3408237175317053,0.5678933789252447,0.04689939220259757,0.617761896547493,-0.761164882202343
122,CNCC#N,4.1469,43.52,-0.249,0.0208,0.2698,535.2152,0.09134600000000001,-227.318937,19.026,-1019.601724,CNCC#N,1.3860388749153683,0.46330588174937776,0.6404930128108463,-0.19001147557339562,-0.48190926856082417,1.093067739058749,0.19776800973864156,-0.2850645214425039,0.41372373512286215,-0.22902988655369752
123,COCC#C,1.3623,45.04,-0.2565,0.0324,0.2889,532.4302,0.08873400000000001,-231.08608900000002,20.194000000000003,-1034.363245,COCC#C,-0.5372238311433288,0.6261023448912364,0.3808898137143612,0.02599529791262837,-0.16126316567251714,1.0729460055564564,0.11188656136736948,-0.36307947723064776,0.6984508229890145,-0.2890665429157401
124,COCC#N,4.5445,40.22,-0.2859,0.008,0.2939,509.5881,0.078474,-247.192237,18.14,-951.478719,COCC#N,1.6606525544129405,0.10986619203349902,-0.6367547267438589,-0.4283637773510773,-0.07732439528290792,0.9079109431389591,-0.22545787212774948,-0.6966259930434681,0.19774068730658637,0.04803352998276275
125,C#CCCO,1.3892,44.05,-0.2624,0.0549,0.3174,542.7424,0.08932899999999999,-231.100171,20.715999999999998,-1043.199827,C#CCCO,-0.5186445857246049,0.5200704379764727,0.17666863042512584,0.44497395338120943,0.3171878255482554,1.1474520523149287,0.13144990814413268,-0.36337110512551546,0.825700429038783,-0.32500585004737
126,C(CO)C#N,3.7158,39.41,-0.2914,0.0323,0.3237,519.4529,0.079045,-247.20867,18.636,-961.7905743999999,C(CO)C#N,1.0882874734279362,0.023112813648692294,-0.8271304060812813,0.024133170554990306,0.42295067623916244,0.979184507466938,-0.2066836351369392,-0.6969663084245483,0.318652190373034,0.006094130980121607
127,CCCC=O,2.7552,47.03,-0.2487,-0.0195,0.2292,599.5103,0.112697,-232.357283,20.766,-1205.974407,CCCC=O,0.4248219288470322,0.839237188083539,0.6508771407747055,-0.9404488007015652,-1.1634920841244503,1.5576023414656741,0.8997798030675187,-0.38940497291230647,0.8378890886220945,-0.9870271637003328
128,CCNC=O,3.694,43.88,-0.2499,0.0335,0.2834,490.704,0.10269500000000001,-248.429994,19.864,-1102.1078619999998,CCNC=O,1.0732306871778177,0.5018629388092917,0.6093406289192677,0.04647869884664796,-0.2535958131010873,0.7714725849232849,0.5709182997714001,-0.7222590329716325,0.6180056697391595,-0.5645910157127624
129,CCOC=O,4.0425,40.48,-0.2778,0.0091,0.2868,510.9124,0.08983200000000001,-268.301991,18.727,-1033.1672130000002,CCOC=O,1.3139320636992058,0.13771295546565893,-0.3563832717196554,-0.40788037641705777,-0.19651744923615283,0.9174790622330656,0.1479883340747419,-1.1337935203979757,0.34083555081466077,-0.2842021551482467
130,COCC=O,2.7959,40.04,-0.2577,-0.0282,0.2295,546.3932,0.088447,-268.267033,19.186,-1011.2307539999999,COCC=O,0.4529325343690423,0.09058766350354205,0.3393533018589243,-1.1024538808160833,-1.1584557579010735,1.1738292245483837,0.10245012351034197,-1.1330695658497016,0.4527274457894583,-0.19498427233095106
131,C(CO)C=O,1.4229,39.92,-0.2536,-0.0285,0.225,550.4469,0.089449,-268.276602,19.422,-1017.235387,C(CO)C=O,-0.49536872808107324,0.07773531115023767,0.48126971736500246,-1.1080402628889976,-1.2340006512517216,1.2031173649786338,0.13539545707390044,-1.1332677328235687,0.5102579190226877,-0.21940574542990754
132,CCCCC,0.0603,56.8,-0.3105,0.0925,0.40299999999999997,721.0614,0.160138,-197.622321,24.552,-1511.8335880000002,CCCCC,-1.4364869365403068,1.8856328755150933,-1.4882532197803298,1.1451338398531492,1.754219574618363,2.4358137745394908,2.459619692876674,0.32993062191711636,1.7608143922704254,-2.2309885783047476
133,CCCCO,1.3815,49.63,-0.2615,0.0813,0.3428,669.0122,0.136722,-233.542485,23.274,-1323.624814,CCCCO,-0.5239628083909311,1.1177048224051402,0.20782101431670444,0.9365755757976778,0.7435967791274695,2.059756276727083,1.6897115783813814,-0.41394963732457857,1.4492722533209892,-1.4655237262099445
134,CCCOC,0.9755,50.27,-0.25,0.0926,0.3426,647.6919,0.136321,-233.53556899999998,22.785,-1319.284962,CCCOC,-0.8043781853426768,1.186250701622765,0.605879252931315,1.1469959672107874,0.7402392283118855,1.9057162785982003,1.6765268690410746,-0.41380641203549223,1.3300671625962046,-1.4478730922958563
135,CCOCC,0.9301,50.62,-0.2483,0.0931,0.3414,631.0818,0.136152,-233.541027,22.881,-1322.709906,CCOCC,-0.8357349787259509,1.223736729319903,0.6647226447265184,1.1563066039989782,0.7200939234183787,1.7857076589764989,1.6709702209649853,-0.4139194432136062,1.3534693889961624,-1.461802699277904
136,COCCO,2.2019,42.99,-0.261,0.0821,0.3431,522.4181,0.11356300000000001,-269.45898,21.000999999999998,-1133.113709,COCCO,0.042669642966734575,0.406541325522282,0.22512789425647012,0.9514725946587831,0.7486331053508464,1.0006081929897384,0.9282535145106742,-1.1577539142664388,0.8951757886636574,-0.6906950521161299
137,C(CO)CO,2.7191,42.52,-0.2607,0.0779,0.3386,618.0376,0.11324200000000001,-269.461727,22.005,-1134.837476,C(CO)CO,0.399888443359451,0.3562029454718389,0.23551202222033027,0.8732632456379811,0.6730882120001981,1.6914628057805876,0.9176991711235462,-1.1578108026222975,1.1399240730965483,-0.6977057935585074
138,C#CC1CC1,0.8635,48.65,-0.2425,0.0503,0.2928,429.6736,0.090505,-193.958152,18.785,-1090.758107,C#CC1CC1,-0.8817341513983307,1.0127439448531517,0.8654824520278,0.35931609492985506,-0.09579092476862176,0.33052556720754034,0.17011628765585424,0.4058128752839265,0.3549743959313018,-0.5184303700226361
139,C#CC1CN1,1.2763,45.22,-0.2422,0.0322,0.2744,408.3613,0.079399,-209.996559,17.704,-965.3654932,C#CC1CN1,-0.5966221622217776,0.6453808734211933,0.8758665799916593,0.022271043197352115,-0.4046855998023839,0.17654336939033352,-0.19504426579412537,0.07366922591239806,0.09145557574011196,-0.008445439265912716
140,C#CC1CO1,1.7013,41.39,-0.265,0.0189,0.2839,397.8388,0.066467,-229.87469,16.924,-900.2739846000001,C#CC1CO1,-0.3030838981713047,0.23517662747821969,0.08667285473834471,-0.22539189536852022,-0.24520193606212637,0.10051789693867108,-0.6202429221253999,-0.337992292156405,-0.09868751375954436,0.25628856300290004
141,C1CC1C#N,4.1966,43.5,-0.2931,0.0289,0.322,407.3682,0.080403,-210.06670099999997,16.544,-1009.3802289999999,C1CC1C#N,1.4203655848525651,0.46116382302382664,-0.8859737978764858,-0.03917915960470646,0.3944114943066957,0.16936818319962335,-0.16203317308173737,0.07221663652155584,-0.1913213265927099,-0.1874579927887296
142,N#CC1CN1,2.8377,40.21,-0.2775,0.0076,0.2851,386.5557,0.069125,-226.102575,15.572000000000001,-882.3981357000001,N#CC1CN1,0.4818028859862416,0.10879516267072385,-0.34599914375579716,-0.43581228678162987,-0.2250566311686196,0.018997059854389913,-0.5328490133310501,-0.25987455627720707,-0.42826886889228116,0.32899151804317617
143,N#CC1CO1,3.6533,36.45,-0.3077,-0.0072,0.3004,376.0875,0.056139,-245.978827,14.866,-816.1275377000001,N#CC1CO1,1.045120081655808,-0.29391187773282207,-1.3913346921176413,-0.7114071357120743,0.031796006223584056,-0.05663609298176991,-0.9598231666807201,-0.6714971616337209,-0.6003727422086368,0.5985210007457422
144,C1CC1C=O,3.147,44.1,-0.2486,-0.0157,0.2329,436.2586,0.090683,-231.140101,17.457,-1068.256261,C1CC1C=O,0.6954296743881503,0.5254255847903501,0.6543385167626592,-0.8696879611113159,-1.1013773940361395,0.3781024487560501,0.1759688519016759,-0.36419802614824576,0.03124359739855424,-0.42691299889173384
145,O=CC1CN1,2.03,40.19,-0.2639,-0.0381,0.2258,363.3567,0.079887,-247.179519,16.144000000000002,-943.4980595000001,O=CC1CN1,-0.07605795136332749,0.10665310394517273,0.1247479906058288,-1.286804489222259,-1.2205704479893844,-0.1486166189677637,-0.17899903347973758,-0.6963626125884946,-0.28883060325919985,0.08049171040630876
146,O=CC1CO1,2.3951,36.8,-0.2636,-0.0418,0.2217,402.0419,0.066465,-267.055484,15.818,-877.0473665,O=CC1CO1,0.17610868441273744,-0.2564258500356841,0.13513211856968899,-1.35570320145487,-1.2894002397088637,0.13088545818947475,-0.6203086812742293,-1.1079792743854409,-0.36830066374238996,0.35075365838989325
147,C1CN1C=O,3.2517,40.77,-0.2555,-0.0013,0.2542,383.6013,0.079595,-247.18762599999997,16.197,-948.585275,C1CN1C=O,0.7677436890848198,0.16877280698614586,0.4155035735938925,-0.6015416216114241,-0.7437982321764047,-0.0023485952476478434,-0.18859986920883845,-0.696530502614321,-0.2759106241008905,0.059801470639474864
148,CCC1CC1,0.095,52.9,-0.2723,0.0986,0.3709,514.3053,0.137725,-196.399392,21.364,-1370.509149,CCC1CC1,-1.4125204006284209,1.467931424032692,-0.16600759238223298,1.2587236086690756,1.2153326687170731,0.9419928969188575,1.7226897915193538,0.355256584837391,0.9836654572384981,-1.6562072410833697
149,CCC1CO1,1.7468,45.95,-0.2623,0.0976,0.3599,471.3094,0.11386099999999999,-232.322501,19.579,-1184.148389,CCC1CO1,-0.2716580369611954,0.7235660169037972,0.1801300064130805,1.2401023350926945,1.0306673738599328,0.6313458443187698,0.9380516276862627,-0.38868466319498585,0.5485303101142852,-0.8982584560300492
